id	output
{"address":"0xA21Be1a5d2be68f128e09B1034C1EB8d4A863188","chainId":56}	{"name": "DEXE TOKEN", "symbol": "DEXTKN", "decimals": 18}
{"address":"0x3B374a1A44954B2E31e4c0fC1Ba44a57936fFF39","chainId":56}	{"name": "Dame Tu Cosita", "symbol": "COSITA", "decimals": 18}
{"address":"0x45b0aaFC7508Ad68E093f771BD22b73e5a41ddB1","chainId":56}	{"name": "Pepe v2", "symbol": "Pepev2", "decimals": 18}
{"address":"0x4a89297f9D409dd772EEa9770220d6c4DF907192","chainId":56}	{"name": "AiToken", "symbol": "AiToken", "decimals": 18}
{"address":"0xcce8E5a03CcB4cb5322811FC6259E4F44805B8C0","chainId":56}	{"name": "BlackEgg", "symbol": "BEG", "decimals": 18}
{"address":"0xbeFC6c513eF5c844C83d12E21804eB3728e566a2","chainId":56}	{"name": "RemittancesToken", "symbol": "RTX", "decimals": 18}
{"address":"0xc30A22E76Cdb19a739d98fE90Bb912429EC8866B","chainId":56}	{"name": "Cthulu", "symbol": "CTHU", "decimals": 18}
{"address":"0x08330c1A43f13870f14F3e1EED1ad9c3e7F18dAB","chainId":56}	{"name": "CRYDOGE", "symbol": "CRDG", "decimals": 18}
{"address":"0x8Fd9996b20602A3Bad02C138e075dCe3848Cd22E","chainId":56}	{"name": "Escudo Coin", "symbol": "EP", "decimals": 18}
{"address":"0xAeca09D8156f08cE58C70121483Fc6f94cC673E5","chainId":56}	{"name": "Nightsky", "symbol": "NS", "decimals": 18}
{"address":"0x1bF3Dd6773e7535b73a44680FDF1A5F462240950","chainId":56}	{"name": "PEPE x Shiba Inu", "symbol": "PEPEINU", "decimals": 18}
{"address":"0xC21Fb229C0703c9DB9645926c1202428617d232e","chainId":56}	{"name": "Oh My Dayz", "symbol": "OMDZ", "decimals": 18}
{"address":"0x6d7231D08297c980B05B806085c19d43DAaFC439","chainId":56}	{"name": "PRIVATE TOKEN", "symbol": "PRIVATE", "decimals": 18}
{"address":"0xB39aBe649dEEA08FFD2699CA6D0815f0bb3Aeb71","chainId":56}	{"name": "Bnbnova", "symbol": "Bnv", "decimals": 8}
{"address":"0xA421342b26bD33f78d761394A39D4eFB0F028ce6","chainId":56}	{"name": "ZEROMAX", "symbol": "ZOM", "decimals": 18}
{"address":"0x67A6983440a08DA18d36AE0e1901c075d3F2ADAA","chainId":56}	{"name": "Al Bundy", "symbol": "Al", "decimals": 18}
{"address":"0xaD5D10A3d961730706F88E5F3BA04fb179686E75","chainId":56}	{"name": "FlokiINU", "symbol": "FINU", "decimals": 18}
{"address":"0x9B9537EF7C7D8d3a9a046a604AE9Fea6D0350e79","chainId":56}	{"name": "BlockVerse", "symbol": "BLOCK", "decimals": 8}
{"address":"0xA7500a4Ba8E4257aE743B4fdd87c4a493D1D2e7B","chainId":56}	{"name": "GoodMorning", "symbol": "GM", "decimals": 18}
{"address":"0x3e8526C913B7a8288D2D9eE0Bc77B39e42273D97","chainId":1}	{"name": "Iron Donald J. Trump", "symbol": "IronTrump", "decimals": 18}
{"address":"0x8547cf9d36813E20E2DDaB35987b3606575f0E51","chainId":56}	{"name": "SIGMA LoL", "symbol": "SGLOL", "decimals": 18}
{"address":"0xc5fa3004C007C6CB14f512e91d4157aF03D2f18C","chainId":56}	{"name": "Shiba Floki", "symbol": "SF", "decimals": 18}
{"address":"0xaae7F19A248Df39B01b983fD3a93582d5c63Eea2","chainId":56}	{"name": "PinkHare", "symbol": "PinkHare", "decimals": 18}
{"address":"0xcdE461b500f300bE3E21900781F0B19d602E4249","chainId":56}	{"name": "Hasbik05", "symbol": "HASBIK", "decimals": 10}
{"address":"0x77F2BE773CA0887ba2b3Ef8344C8CF13C98d8ca7","chainId":56}	{"name": "Flora Yield Token", "symbol": "FYT", "decimals": 18}
{"address":"0x122d243BD5A923F10a2f939428A5FAD3b384738F","chainId":56}	{"name": "PepeGold", "symbol": "PEPGD", "decimals": 18}
{"address":"0x6A27FA24107DC71E5B79FB625a2aBC453F250E5B","chainId":56}	{"name": "GND", "symbol": "GND", "decimals": 18}
{"address":"0x1292eae1D29c6770aCeA750A94E9Cb7005359681","chainId":56}	{"name": "CELINE", "symbol": "CELINE", "decimals": 18}
{"address":"0xea70468518c1c82E9f9702372f9F5b72B21cA41a","chainId":56}	{"name": "Satoshi Ai", "symbol": "SAi", "decimals": 18}
{"address":"0xE90F5F4C4d07Df9Ca7745Da0c7cC773F1844110E","chainId":56}	{"name": "XIRTAM", "symbol": "XIRTAM", "decimals": 18}
{"address":"0xf2589A732807ceB8536238521b875C742F42bC20","chainId":56}	{"name": "Unicorn Potion", "symbol": "UNCP", "decimals": 18}
{"address":"0x8a5AA1C7c4474F5934336E0Ce2F3FB29A1691f4C","chainId":1}	{"name": "Tether", "symbol": "USDT", "decimals": 18}
{"address":"0xA80049661C125d558E8A31B4aB3441e42d171474","chainId":56}	{"name": "DULCE&PAN", "symbol": "D&P", "decimals": 18}
{"address":"0x8A242909637DB4e905e2682094c390a14aDA2Af1","chainId":56}	{"name": "BabyDogeBlue", "symbol": "BABYDB", "decimals": 18}
{"address":"0x3b728B898D075D3096875032D79FAF2d0b7b17B6","chainId":56}	{"name": "True Token", "symbol": "TRUT", "decimals": 18}
{"address":"0x9870d691a6781aD1CB8eF4E3EfB89d6Eb82B7a5E","chainId":56}	{"name": "Tukicoin", "symbol": "tuki", "decimals": 18}
{"address":"0x41515885251e724233c6cA94530d6dcf3A20dEc7","chainId":56}	{"name": "Binance-Peg BSC-HO", "symbol": "BSC-HO", "decimals": 18}
{"address":"0x7b27D11D90a52709b6C3c84688042CE9d61C9f86","chainId":56}	{"name": "quantum", "symbol": "ATU", "decimals": 18}
{"address":"0xB9ed65Af9fC74d02f712779B5dFe32964905df75","chainId":56}	{"name": "SEELEN", "symbol": "SEELE", "decimals": 18}
{"address":"0x00916a6C57ce14077b0D0a7d91c2fD87A9fe0015","chainId":56}	{"name": "JESUSToken", "symbol": "JESUS", "decimals": 18}
{"address":"0x728ec7aB254924162709427F18D782822c37A71B","chainId":1}	{"name": "PyramidToken", "symbol": "PYD", "decimals": 18}
{"address":"0x021E4fe2D0e81832845548039b20019cCc0552f2","chainId":1}	{"name": "PORN", "symbol": "PRN", "decimals": 18}
{"address":"0x7F839BF2996E733659CF1718F8085Be72E8D2998","chainId":56}	{"name": "just a test", "symbol": "stest", "decimals": 18}
{"address":"0xe74edB2CbAD1213733c51718dA3b7C636eb3f3A1","chainId":56}	{"name": "SNP", "symbol": "SNP", "decimals": 18}
{"address":"0x4F0813c4f46263c89D3c68837AbD165ec2b324a7","chainId":56}	{"name": "Star coin", "symbol": "STAR", "decimals": 18}
{"address":"0x76E8e912097F0E6b81cab73147161bb616dF1D7d","chainId":56}	{"name": "KelVPN v2", "symbol": "KEL", "decimals": 18}
{"address":"0xBfb1e79a5348707cc5BDD5F79525B54E78D7Edd7","chainId":56}	{"name": "Titan", "symbol": "TTN", "decimals": 9}
{"address":"0xfDBaFC30DE7EFcbEf9Eb0a8BDf008C9a63E48220","chainId":56}	{"name": "SPEEDYBIBIP", "symbol": "SPEBB", "decimals": 18}
{"address":"0x79142c0806562b73dB57e00492b45f00a2463542","chainId":56}	{"name": "Venom", "symbol": "XVN", "decimals": 8}
{"address":"0x5008e1Bf46ac9f94a2488fF98de378955611DD0B","chainId":56}	{"name": "union", "symbol": "ua", "decimals": 18}
{"address":"0x87C5c2D0bC9363d4125Cf2590AEA1c57ed6eF772","chainId":56}	{"name": "EASTWEST", "symbol": "ESTW", "decimals": 18}
{"address":"0xCD2728e24aD46d8BbCE7cdf4a5628711ee18c354","chainId":56}	{"name": "TITAN", "symbol": "TTN", "decimals": 18}
{"address":"0xeBC6F618c1364660cf3fA645c285f85c1fd22E8e","chainId":56}	{"name": "GRETA", "symbol": "GRETA", "decimals": 18}
{"address":"0xDe1A362dad0a6556F5928dB35C385d40A7e9222d","chainId":56}	{"name": "Marscoin", "symbol": "MARS", "decimals": 18}
{"address":"0x1075bEa848451a13fD6F696b5D0FdA52743E6439","chainId":56}	{"name": "Ankr Reward Earning ETH", "symbol": "aETHb", "decimals": 18}
{"address":"0xa2E3356610840701BDf5611a53974510Ae27E2e1","chainId":56}	{"name": "Wrapped Binance Beacon ETH", "symbol": "wBETH", "decimals": 18}
{"address":"0x4107463Cab8C058e23AbE3D811C26FD7De363B51","chainId":56}	{"name": "GameStop Degen Corp", "symbol": "GME", "decimals": 18}
{"address":"0xcBB53a1b4c1728972De4308B279e18EF941EdA2D","chainId":56}	{"name": "HeroNetworrk", "symbol": "HERO", "decimals": 4}
{"address":"0xe866fd566D34d4818C3c3CC91D32074A2E588566","chainId":56}	{"name": "HK3.0", "symbol": "HK3.0", "decimals": 18}
{"address":"0xe11FbE99D96B25a85c374d4b2C027f56d9BD0317","chainId":56}	{"name": "MEME COIN", "symbol": "MEME", "decimals": 18}
{"address":"0xa0Ae693347318a30E26b934929F0DDE02050bcff","chainId":56}	{"name": "LFT", "symbol": "LFT", "decimals": 18}
{"address":"0xd330Fa2A6E2F5e31626C9A949D1f7f9D64a5Af2E","chainId":1}	{"name": "HARRIS♛", "symbol": "HARRIS♛", "decimals": 18}
{"address":"0x978ae6D28E64413C4F7A5061C6840cC5dc2B84d6","chainId":1}	{"name": "Palladium", "symbol": "PLLD", "decimals": 18}
{"address":"0xba6289F960168725588Ae511391A4553773c848D","chainId":56}	{"name": "DREAM COIN", "symbol": "DRMC", "decimals": 9}
{"address":"0xd348C1050ff90238fC7F645a010c6B1fE2f579B8","chainId":56}	{"name": "Dimitra", "symbol": "DMTR", "decimals": 9}
{"address":"0x4984FEf8Fc7a245484cF3dC53D0b2F6c0a2180ee","chainId":56}	{"name": "LIKE", "symbol": "LKII", "decimals": 18}
{"address":"0x9f589e3eabe42ebC94A44727b3f3531C0c877809","chainId":56}	{"name": "Tokocrypto Token", "symbol": "TKO", "decimals": 18}
{"address":"0xBAE5D7B675511A765D6AC45D2b230db088fff61F","chainId":56}	{"name": "Millennia", "symbol": "MIL", "decimals": 18}
{"address":"0x173fa4dD9a4401BffE9482c553289b49f1D63fEE","chainId":56}	{"name": "Mi Familia Token", "symbol": "FAMILIA", "decimals": 6}
{"address":"0x850DC3DC38305547e93Af93D0e1c901E0Cd6eF23","chainId":1}	{"name": "Witleik Coin", "symbol": "WITC", "decimals": 10}
{"address":"0x7863e06bca47DED821FCb53ab788EEb371243EdA","chainId":1}	{"name": "President Robert F. Kennedy Jr", "symbol": "RFK", "decimals": 9}
{"address":"0x018A68fAC2A7dE5D1A30e98A973Ad85731785B60","chainId":1}	{"name": "HouseOfTheDragon", "symbol": "HOTD", "decimals": 18}
{"address":"0x6853D140B09c3a75B8294C9ef335b09e927de9ce","chainId":56}	{"name": "TRUMP", "symbol": "TRUMP", "decimals": 18}
{"address":"0x9881E8147E642345a9E8E4E408E37a3bEdDa5377","chainId":56}	{"name": "SFD", "symbol": "SFD", "decimals": 9}
{"address":"0xd5874aBF9CfA434666BE72d8051B17d3Fa598644","chainId":56}	{"name": "BRICS", "symbol": "BRICS", "decimals": 8}
{"address":"0xB04f123a87D991b67e8c9d789d0eED6dAe853fe4","chainId":56}	{"name": "NEXUS CHAIN", "symbol": "NEXUS", "decimals": 18}
{"address":"0x7A6e1ACd16920f19C979Ef07318f667e08388120","chainId":56}	{"name": "SOHO", "symbol": "SOHO", "decimals": 18}
{"address":"0x39c4CFca01C4D23aBfe90e873e5B3a2f71D7bd03","chainId":56}	{"name": "Shockwaves", "symbol": "NEUROS", "decimals": 18}
{"address":"0x705d1698c5752C34209cA64533A1a5a4E0f4e417","chainId":56}	{"name": "AurumX", "symbol": "AUX", "decimals": 18}
{"address":"0x7ad488236AD146f1feD6535C20CA285BD9EB20bd","chainId":56}	{"name": "thuglife", "symbol": "THUG", "decimals": 18}
{"address":"0xa2B726B1145A4773F68593CF171187d8EBe4d495","chainId":56}	{"name": "Injective Protocol", "symbol": "INJ", "decimals": 18}
{"address":"0xa56e7bB8a8712fc065c4C6Af55b7585EB8b72990","chainId":56}	{"name": "Karate Combat", "symbol": "KARATE", "decimals": 18}
{"address":"0xb5f26DE1AE1E15961CA650e0832a2C6fd4120666","chainId":56}	{"name": "JX", "symbol": "JX", "decimals": 18}
{"address":"0xFe351F4d0dBfBD8a301Cce91e3040F897Cf76191","chainId":56}	{"name": "Ant", "symbol": "ANT", "decimals": 18}
{"address":"0x9d7107c8E30617CAdc11f9692A19C82ae8bbA938","chainId":56}	{"name": "LUCKY ROO", "symbol": "ROO", "decimals": 18}
{"address":"0x73041f853462275C1dcf959C3AFdE4A5DDa8d9ae","chainId":56}	{"name": "Dreamzy", "symbol": "DRMZY", "decimals": 18}
{"address":"0xA51E8256Bf948CbbC46c13C1A504dDE6A014aE30","chainId":56}	{"name": "RimCoin", "symbol": "RIM", "decimals": 18}
{"address":"0x42951B9c50A1e7942d8A7bACE3e5F78D2B7148f2","chainId":56}	{"name": "AI", "symbol": "AI", "decimals": 18}
{"address":"0xA3f2A99B422B540cDB97DCF191c757E932Eeb221","chainId":56}	{"name": "SuiToken", "symbol": "SUI", "decimals": 18}
{"address":"0x2D32683e364E67B856114308093f5a3F9c797572","chainId":56}	{"name": "DogeMafia", "symbol": "DOGEM", "decimals": 18}
{"address":"0x5f29D7BB868F20Fc78f269313a0971C53b58610A","chainId":56}	{"name": "Hilarius", "symbol": "HLS", "decimals": 2}
{"address":"0x2272b0D4FC097021e77deee2332a0A84e83c1F5e","chainId":56}	{"name": "ECOLY", "symbol": "EOY", "decimals": 9}
{"address":"0x2D143fC5f420e179cF36A908342662Fb41dfDeBF","chainId":56}	{"name": "demo", "symbol": "demo", "decimals": 18}
{"address":"0xc836d8dC361E44DbE64c4862D55BA041F88Ddd39","chainId":56}	{"name": "Wrapped Matic", "symbol": "WMATIC", "decimals": 18}
{"address":"0x118B60763002f3Ba7603A3c17F946A0c7daB789F","chainId":56}	{"name": "Pearl Token", "symbol": "PEARL", "decimals": 18}
{"address":"0xA49c8cBBdDFe4DBc8605f0f5c8f2845c5E225d22","chainId":56}	{"name": "Apidae Token", "symbol": "APT", "decimals": 18}
{"address":"0x6C85549d2522cD63a0437DDDEc1e190ECC2E1607","chainId":56}	{"name": "Balls Of Elon", "symbol": "BOE", "decimals": 18}
{"address":"0x6a9AB0D83Fdbb71f591864ebA267c92c9Bf98E8d","chainId":56}	{"name": "DataBank.Me", "symbol": "DBME", "decimals": 18}
{"address":"0xc7B15e17C95C6B31e5818E3c51ED8163D84d7Cbe","chainId":56}	{"name": "MATUGALNIK", "symbol": "_matugalnik", "decimals": 18}
{"address":"0xC68818016cE867640F31e242520347Bb5eAF82Fd","chainId":56}	{"name": "Jizz Inu", "symbol": "JIZZ", "decimals": 18}
{"address":"0xCD3bd18511d7677D084fb84Ea34e1E03a19ED484","chainId":56}	{"name": "Doge Coin", "symbol": "DOGE", "decimals": 18}
{"address":"0x7423E0e4F69e76E8808005Cc07b94A93A71bD254","chainId":56}	{"name": "uebanstvo", "symbol": "uebanstvo", "decimals": 18}
{"address":"0x02a321F953011f8f61013b2C8c110aED31aA6cb3","chainId":56}	{"name": "BABY PEPE", "symbol": "BPEP", "decimals": 8}
{"address":"0xfCB4EC8C08a4888ac5566CA434Eae82024fF9119","chainId":56}	{"name": "FASTCOIN", "symbol": "CWJ", "decimals": 18}
{"address":"0x1001271083C249bd771E1bb76C22D935809a61Ee","chainId":1}	{"name": "Fuku-Kun", "symbol": "FUKU", "decimals": 9}
{"address":"0xa680e546F0DA38BcD3AC60A7Ab01eE1CC13b2313","chainId":56}	{"name": "PEPE BROTHER", "symbol": "PPB", "decimals": 18}
{"address":"0xA176293Ab4B9498A63F5B08d0c69511BaD27c655","chainId":56}	{"name": "PepeMARS", "symbol": "PEPEMARS", "decimals": 8}
{"address":"0xf849cC0325fF8Ad0E43C468A3252BBB0b2B35e0f","chainId":56}	{"name": "Century", "symbol": "CTY", "decimals": 18}
{"address":"0x74d23DB8fD35fd20e1964F7197147c8a22d92A8d","chainId":56}	{"name": "Boxch", "symbol": "BOXCH", "decimals": 18}
{"address":"0x10dbb2Bd537348Ba690aCF0edc5034537171F63d","chainId":56}	{"name": "warzonecoin", "symbol": "COD", "decimals": 18}
{"address":"0xBC648Cbd7B2B2c666f9f46aC5C5Ce6ee77f9C407","chainId":56}	{"name": "WorkQuest Token", "symbol": "WQT", "decimals": 18}
{"address":"0x5D1f300a9B9280124f760dcd56b733B6A8CE57FF","chainId":56}	{"name": "SKULL", "symbol": "SKULL", "decimals": 18}
{"address":"0x60D9694bC576278b57fb1985062F867385DF2c0e","chainId":56}	{"name": "Molly Moon", "symbol": "Molla", "decimals": 18}
{"address":"0x54447cfa919c096D095D58C2B5814669897BfFcd","chainId":56}	{"name": "Test Wrapped VENOM", "symbol": "TWVENOM", "decimals": 9}
{"address":"0x747E6C2720DF92c9e50A542f23BE4EAecCBF540C","chainId":56}	{"name": "Neymar", "symbol": "NEY", "decimals": 18}
{"address":"0xe03EaF5c5fe2A9Db311e36982F25f234bCA1cDe2","chainId":56}	{"name": "MoonCoin", "symbol": "MCN", "decimals": 18}
{"address":"0x0FDeCd53fA79F7EAD77685688B04fc62b459Bab8","chainId":56}	{"name": "Astral", "symbol": "ASTR", "decimals": 18}
{"address":"0x03E4Fe48CAc09C5aEf3e16e823Ab02C9002c7fF3","chainId":56}	{"name": "BONER", "symbol": "BONER", "decimals": 18}
{"address":"0xa9d7608E4d5Cd1A17d84770598A4988665481a26","chainId":56}	{"name": "Bitcoin Bank", "symbol": "BTCBANK", "decimals": 9}
{"address":"0x2F5b4DaFEa58AAd94A45B3792E7292EF751Eb010","chainId":56}	{"name": "PepeAndFrens", "symbol": "PNF", "decimals": 9}
{"address":"0x014C60ccb50eB63BC4bcf1F2c93FcB8639391B01","chainId":56}	{"name": "Shiba Inu GPT", "symbol": "SHIBGPT", "decimals": 18}
{"address":"0xB6A4BC60dDC62e19Dad057018032dA4E3f9a1C9C","chainId":56}	{"name": "Tsia Cacific Investment", "symbol": "TCIB", "decimals": 18}
{"address":"0x7E3b3DaF6a6CF3072aeeC0AB572Ab21469293b3e","chainId":56}	{"name": "YouThrive", "symbol": "YTC", "decimals": 18}
{"address":"0xbda161E60c7d48f7A2eE5a98402035dBb2DaF257","chainId":56}	{"name": "BullionDAOGov", "symbol": "BNGX", "decimals": 18}
{"address":"0x3a61256c34517805115a60Df675f2969398ae8cc","chainId":56}	{"name": "gandalf", "symbol": "☠", "decimals": 18}
{"address":"0xAc10C55Fb351690C1a41C6AAB7B8d5FB8Cb33cD9","chainId":56}	{"name": "ShibRozToken", "symbol": "SRT", "decimals": 18}
{"address":"0xa2B373b18a8416985403defb51c1888A9756DC70","chainId":56}	{"name": "DogeRift", "symbol": "DOGER", "decimals": 8}
{"address":"0x0a0301d69Afb530A91c95D770DdaE5f1362DBCe3","chainId":56}	{"name": "Project Z Token", "symbol": "PZ", "decimals": 18}
{"address":"0x0505EfaD2F885705C4035848349eC54cC8B993A0","chainId":56}	{"name": "fantasy coin", "symbol": "FTY", "decimals": 18}
{"address":"0x888B2633f611B334277662135eC70Fb7c388158D","chainId":56}	{"name": "CASANARCO", "symbol": "NARC", "decimals": 9}
{"address":"0x8fF795a6F4D97E7887C79beA79aba5cc76444aDf","chainId":56}	{"name": "Bitcoin Cash Token", "symbol": "BCH", "decimals": 18}
{"address":"0x1c126EbAD718957b9e3dcAFb280D637D5AAc4c77","chainId":56}	{"name": "PandaHost", "symbol": "PANDA", "decimals": 18}
{"address":"0x15700B564Ca08D9439C58cA5053166E8317aa138","chainId":1}	{"name": "deUSD", "symbol": "deUSD", "decimals": 18}
{"address":"0x4c9EDD5852cd905f086C759E8383e09bff1E68B3","chainId":1}	{"name": "USDe", "symbol": "USDe", "decimals": 18}
{"address":"0xf10c444E3F9E842836E6ad02CA9Cc38e4431C63E","chainId":56}	{"name": "Shiblon", "symbol": "SHBL", "decimals": 18}
{"address":"0xfd8ccbB09F3f86B44515E81198229B051Ea58888","chainId":56}	{"name": "PSC双鱼币", "symbol": "PISCES", "decimals": 18}
{"address":"0x0Ec4fDd327f6C85d3e7Ef905D06796924C24660a","chainId":56}	{"name": "Bridge AI", "symbol": "brAI", "decimals": 18}
{"address":"0xF47a5D16Ccdb56981d55e5164d72E297E9660EbE","chainId":56}	{"name": "PePeAI", "symbol": "PEPEAI", "decimals": 8}
{"address":"0x23B0F63f50f1a04D3049a3cF1a34EC00Df96b21e","chainId":56}	{"name": "CoinXSwap", "symbol": "CXS", "decimals": 18}
{"address":"0xbbC7c475c638cab72fBB9C58d8DC054A88F9DAaB","chainId":56}	{"name": "MILI", "symbol": "MILI", "decimals": 9}
{"address":"0x417871f0682Db63924B931Fc16ba3Ff40343Cdcb","chainId":56}	{"name": "NASDEX Token", "symbol": "NSDX", "decimals": 18}
{"address":"0x0E24f6092A5C66245ee1D9dbcd4ABAe640c80bda","chainId":56}	{"name": "TestCoin", "symbol": "TEST", "decimals": 18}
{"address":"0x279770008DD118Bbb6c8e119900ccFaDaf363979","chainId":56}	{"name": "ShibPepe", "symbol": "ShibPepe", "decimals": 18}
{"address":"0x4378421e6F839B635343dc8667b4596448501e8F","chainId":56}	{"name": "BARN", "symbol": "BARN", "decimals": 9}
{"address":"0xd2D7Db43d7C3bA042AdADd036a44283D07f72522","chainId":56}	{"name": "Will", "symbol": "WII", "decimals": 18}
{"address":"0xfF1b33d365179E6DaD5Da64A5a7454aC17B4c2cb","chainId":56}	{"name": "To moon", "symbol": "TMN", "decimals": 9}
{"address":"0x2a25517151E61248a93D65fDAA2467E2Fb9720F2","chainId":56}	{"name": "DD coin", "symbol": "DD", "decimals": 1}
{"address":"0x67b725d7e342d7B611fa85e859Df9697D9378B2e","chainId":56}	{"name": "The Sandbox", "symbol": "SAND", "decimals": 18}
{"address":"0xCFE90d9fcBEE5B4Fe05a1723c493483b08B1a77f","chainId":56}	{"name": "Avrora token", "symbol": "AVR", "decimals": 18}
{"address":"0xa54aba04c18d4608CEFA4012d38E8A24CD1c1BdE","chainId":56}	{"name": "PEPE AI", "symbol": "PAI", "decimals": 14}
{"address":"0x73A15FeD60Bf67631dC6cd7Bc5B6e8da8190aCF5","chainId":1}	{"name": "Usual USD", "symbol": "USD0", "decimals": 18}
{"address":"0xdf2c2Af00681135152A4E2653B190f7cbbDeD4E2","chainId":1}	{"name": "Infinity", "symbol": "INFIY", "decimals": 18}
{"address":"0xc4FA50b101FA51e9EddBb38Ddc875c8d4cc931CD","chainId":1}	{"name": "InfinityDark", "symbol": "INFD", "decimals": 18}
{"address":"0xCF39cA9DA7De6064762a3B6Dd24f55e17dc445f8","chainId":56}	{"name": "YMiM", "symbol": "YMiM", "decimals": 18}
{"address":"0xAF0EF5F274Fa9d2fFC66645409C4cA887ADF2335","chainId":56}	{"name": "Ignore Fud", "symbol": "4TOKEN", "decimals": 18}
{"address":"0x70c502154DE85bf1b0894A124dB88A10f4654Dc8","chainId":56}	{"name": "REDEMPTION", "symbol": "RDT", "decimals": 9}
{"address":"0x0A232cb2005Bda62D3DE7Ab5DEb3ffe4c456165a","chainId":56}	{"name": "finance.vote Token", "symbol": "FVT", "decimals": 18}
{"address":"0x51Cd703eE39a14B724F6d7Be72E54537f132C445","chainId":56}	{"name": "Open Campus", "symbol": "EDU", "decimals": 18}
{"address":"0x7b3cb94d9FcF1D9B57Bd767ad55079E72B4170e4","chainId":56}	{"name": "Buba Invest Community", "symbol": "BUI", "decimals": 18}
{"address":"0x01722BD41A9403038b6CBae1C558760b16969Fd9","chainId":56}	{"name": "OpenAI", "symbol": "AI", "decimals": 18}
{"address":"0xc149435a7350Cb7e9A6488EeEB906F07F090CfeE","chainId":1}	{"name": "Goat Token", "symbol": "GT", "decimals": 18}
{"address":"0x772Ddfc66f7F182a51E7A9EEA675f9d821CCe410","chainId":1}	{"name": "Aluminium", "symbol": "ALI", "decimals": 18}
{"address":"0x075d988Fa61f19536cd53F36f3d7d6e6D0282888","chainId":56}	{"name": "STAR TOKEN", "symbol": "STK", "decimals": 18}
{"address":"0x16153214E683018D5aA318864c8e692b66E16778","chainId":56}	{"name": "PolkaWar", "symbol": "PWAR", "decimals": 18}
{"address":"0x2c95f2269B74b87B4Ab8e8A048F411D83C0cD75b","chainId":56}	{"name": "BeagleAI", "symbol": "BEAG", "decimals": 17}
{"address":"0x7268B40A999D865570B565374dDE63558615398f","chainId":56}	{"name": "Saffron Mount", "symbol": "SMT", "decimals": 8}
{"address":"0x1EEdD2Abe0B0983F7Eb34A418453357ebc087698","chainId":56}	{"name": "PEPEX", "symbol": "PEPEX", "decimals": 9}
{"address":"0x7594C5A6959FEa9f4acb57a5Ed4B9434ca2C132D","chainId":56}	{"name": "DEALCOIN", "symbol": "DLC", "decimals": 18}
{"address":"0xb21f53b72f7efb4ff70A6dbE8e1902BC32538F19","chainId":56}	{"name": "RAZER AI", "symbol": "RZRAI", "decimals": 18}
{"address":"0x76c1D7d849B37bde9799dB73fb35848b4094162b","chainId":1}	{"name": "smmonn", "symbol": "SMN", "decimals": 8}
{"address":"0xDc90824A39f24Bdf72ae4402cfECFB42D31d9480","chainId":56}	{"name": "ZJZ", "symbol": "ZJZ", "decimals": 18}
{"address":"0x6Fb0C71d41333E58c3fb546DF01cA1Aa6049DB6D","chainId":56}	{"name": "GayDoge", "symbol": "GAYDOGE", "decimals": 10}
{"address":"0x176d187a3c160d636102775EeaB855b5Bb0Bd7A4","chainId":56}	{"name": "Digital Fils", "symbol": "FILS", "decimals": 18}
{"address":"0xAbD2121c5b9Bd8741F840B30590762Ea4620569A","chainId":56}	{"name": "MARGE", "symbol": "MAR", "decimals": 18}
{"address":"0x5281Ab582509f520F427EfDad5B7c27a6c3728B4","chainId":56}	{"name": "wc", "symbol": "wc", "decimals": 18}
{"address":"0x6A3F78Ea3402df5FD18e0cC6f67DE499A367600D","chainId":56}	{"name": "GamingPEPE", "symbol": "GamingPEPE", "decimals": 18}
{"address":"0xd27f1025F4b1d59D4439202b8e6d9e46D84a4881","chainId":56}	{"name": "CR0N FRIENDS", "symbol": "CR0N", "decimals": 18}
{"address":"0x60d1C0B9E9e944b86bF268a767a3A6c456C5c62d","chainId":56}	{"name": "FxNetWork", "symbol": "Fx-Net", "decimals": 9}
{"address":"0x955983faf2B64FC0DEB4fA5EEa637756b28E56fc","chainId":56}	{"name": "KingCharlesToken", "symbol": "KNG", "decimals": 18}
{"address":"0xE812B1754405344B56D3EF48ad9b86Cf08d78888","chainId":56}	{"name": "HongKongDoge", "symbol": "HKDOGE", "decimals": 18}
{"address":"0x295ad407760D35601acA87Ae167192599269130b","chainId":56}	{"name": "Oggy Floki", "symbol": "$OGKI", "decimals": 18}
{"address":"0x892d003a9814DC61C73Cb8186033A28C806BA731","chainId":56}	{"name": "Dimka Konovalov Token", "symbol": "DKT", "decimals": 18}
{"address":"0xbb72F61bEE170961b11C0746766c9ee6329c172B","chainId":56}	{"name": "PEPE ZOMBIE", "symbol": "PEPEZ", "decimals": 18}
{"address":"0xbF8B1E1914CCacd2F097E350536C243e69a58888","chainId":56}	{"name": "TAPDAO", "symbol": "TAPDAO", "decimals": 18}
{"address":"0xd53e7BC9F4DFE0B1952bB0F5Df354598a56FAb79","chainId":56}	{"name": "BabyAiDoge", "symbol": "BabyAiDoge", "decimals": 18}
{"address":"0xDc0b7dF27FF3EB3b7CEeFB4aC2aB296B289Add9F","chainId":56}	{"name": "PEPE GONDOLA", "symbol": "PEPEDOLA", "decimals": 9}
{"address":"0xf5b2cdF35A8c18D93A285b276BDD1Ba11743Dec4","chainId":56}	{"name": "KingCharlesToken", "symbol": "KNG", "decimals": 18}
